age,class,coninc,degree,educ,fechld,gunlaw,happy,satfin,sex,sibs,tvhours,wrkfull,healthre,female,maritals,healthy,vistzoo
28,3,1452,0,12,3,1,1,3,2,3,1,0,4,1,0,1,0
44,3,,1,16,,1,3,1,2,1,,1,4,1,0,1,
54,2,32670,1,14,1,1,1,1,2,4,8,1,3,1,0,1,2
79,2,17242.5,1,12,,1,2,2,2,12,,0,3,1,0,1,
28,2,11797.5,1,12,3,1,3,3,2,4,5,0,1,1,0,0,1
52,1,363,1,12,,2,2,3,1,9,,0,3,0,0,1,
30,1,6534,1,12,,1,2,2,1,3,5,0,4,0,0,1,0
24,1,,1,12,,1,3,3,2,3,,0,3,1,0,1,
29,2,19965,1,12,2,1,2,3,1,3,1,1,3,0,0,1,3
73,2,11797.5,1,12,3,1,2,3,2,4,4,0,4,1,0,1,0
57,2,32670,1,12,,1,2,3,1,3,,0,2,0,1,0,
51,3,,3,16,3,2,2,1,1,3,3,1,3,0,1,1,1
65,3,87120,3,16,,1,2,2,1,1,,1,4,0,1,1,
28,2,13612.5,2,14,3,2,2,3,1,0,2,0,2,0,0,0,1
25,2,,3,15,,1,3,2,1,4,,0,4,0,0,1,
40,1,363,0,10,,1,3,3,1,0,,0,2,0,0,0,
56,2,,1,12,3,2,2,3,1,22,3,0,2,0,0,0,
27,2,,1,13,2,1,3,2,1,5,0,0,4,0,0,1,4
59,2,39930,1,14,,1,2,3,2,1,,1,3,1,0,1,
56,2,8167.5,3,16,1,2,1,2,1,5,3,0,3,0,0,1,0
61,3,,1,12,2,1,1,2,2,2,1,0,3,1,1,1,1
56,3,101640,1,12,2,1,1,2,2,2,2,1,3,1,1,1,2
35,2,163843.847,3,19,,1,1,2,2,1,,1,4,1,1,1,
57,1,17242.5,1,12,,1,2,3,1,2,,0,1,0,1,0,
50,3,116160,1,13,2,1,2,1,2,1,0,1,3,1,1,1,0
25,1,59895,1,13,,1,2,2,1,4,,0,4,0,0,1,
59,2,9982.5,1,16,,1,3,2,2,7,,1,3,1,0,1,
73,3,32670,1,14,,1,1,1,1,1,,0,2,0,1,0,
60,2,39930,1,12,3,2,1,3,1,14,5,0,4,0,0,1,2
84,2,,0,6,,1,1,3,1,6,,0,2,0,1,0,
57,2,11797.5,0,11,3,1,2,1,2,3,3,1,3,1,0,1,0
35,3,39930,1,12,3,1,2,2,2,2,2,1,2,1,0,0,0
28,3,101640,3,16,,1,2,1,2,2,,0,3,1,1,1,
42,4,101640,4,17,1,1,1,2,2,2,1,1,4,1,0,1,2
38,2,13612.5,1,12,3,2,2,3,2,2,4,0,4,1,0,1,1
69,2,59895,0,8,,1,1,1,1,8,,1,2,0,1,0,
68,3,27225,1,12,3,1,2,2,1,1,3,0,3,0,0,1,1
44,3,49005,1,14,,1,1,2,1,3,,1,3,0,0,1,
67,2,59895,3,16,1,2,2,1,1,2,5,0,3,0,1,1,1
45,3,116160,3,20,1,2,2,2,2,2,1,1,3,1,1,1,2
68,3,101640,4,18,1,1,2,2,2,6,5,0,3,1,0,1,2
34,2,59895,3,17,,1,1,2,2,2,,0,3,1,1,1,
24,2,87120,0,11,2,1,1,3,2,3,0,1,4,1,0,1,2
32,1,32670,3,16,1,,1,3,2,5,1,0,4,1,0,1,2
22,2,13612.5,1,12,,2,2,1,1,1,,0,2,0,0,0,
35,2,8167.5,1,12,,1,3,3,2,4,,0,2,1,1,0,
64,3,49005,1,12,1,2,2,1,2,6,4,1,4,1,0,1,0
26,2,23595,1,12,,2,1,2,1,2,,1,4,0,0,1,
63,3,72600,4,18,,1,2,2,1,1,,0,3,0,1,1,
32,1,15427.5,2,14,3,1,2,2,1,9,0,1,2,0,1,0,0
61,3,11797.5,3,17,,2,2,2,1,3,,0,4,0,0,1,
40,3,87120,3,18,1,2,3,3,1,1,2,0,2,0,0,0,0
64,2,39930,3,16,1,1,2,2,2,3,1,1,3,1,1,1,1
41,3,87120,4,20,,1,1,1,1,2,,1,4,0,1,1,
55,2,72600,3,16,1,1,2,2,1,7,1,1,3,0,1,1,1
65,3,59895,3,17,,1,1,2,2,3,,1,3,1,1,1,
43,3,27225,3,19,,1,2,3,1,1,,0,3,0,0,1,
56,3,87120,3,16,4,2,1,2,1,2,2,1,4,0,1,1,0
67,3,39930,4,20,1,1,2,1,2,6,2,0,2,1,1,0,0
69,2,32670,1,12,3,2,3,3,1,5,5,1,4,0,0,1,0
23,3,49005,1,12,,1,1,2,2,1,,0,3,1,0,1,
43,3,116160,3,16,1,1,1,2,2,7,1,1,3,1,1,1,1
46,2,39930,1,14,,1,2,2,2,4,,1,3,1,0,1,
34,3,101640,3,16,2,1,1,1,1,2,1,1,4,0,1,1,9
56,3,32670,3,16,2,1,2,2,1,5,4,0,2,0,0,0,2
25,3,49005,3,16,,1,1,2,2,2,,1,3,1,1,1,
77,2,23595,1,12,,1,2,2,2,0,,0,4,1,1,1,
30,3,39930,3,17,1,1,2,3,1,1,1,0,2,0,0,0,0
70,2,32670,1,13,,1,3,3,2,4,,0,4,1,0,1,
79,3,39930,3,16,3,2,2,2,1,2,4,0,3,0,1,1,1
59,3,15427.5,1,16,,1,2,2,1,3,,1,4,0,0,1,
68,2,39930,1,14,1,2,2,1,1,3,2,0,3,0,1,1,0
29,3,32670,1,12,,1,2,2,1,5,,1,3,0,0,1,
31,2,9982.5,1,12,1,1,2,3,2,1,3,0,2,1,0,0,0
27,2,11797.5,1,12,2,1,2,3,2,2,2,0,2,1,0,0,2
47,1,15427.5,1,12,,1,3,3,1,1,,0,2,0,1,0,
35,2,17242.5,2,14,,1,2,2,1,2,,0,3,0,1,1,
54,1,5445,0,9,2,2,3,3,1,2,10,0,2,0,0,0,0
31,1,11797.5,1,15,,1,2,2,1,3,,0,3,0,0,1,
55,2,59895,1,13,,2,2,2,2,1,,1,2,1,1,0,
61,2,23595,1,14,2,1,2,3,2,4,3,1,2,1,0,0,1
26,2,27225,1,13,,1,2,3,1,1,,1,3,0,0,1,
60,3,87120,1,12,3,2,1,1,2,3,2,1,3,1,1,1,1
25,3,15427.5,3,16,2,1,2,2,1,7,1,1,4,0,0,1,1
56,3,39930,3,16,,2,2,2,1,10,,1,4,0,1,1,
57,1,13612.5,1,12,,1,3,3,1,2,,0,2,0,1,0,
82,2,13612.5,0,10,,1,1,3,1,1,,0,3,0,0,1,
22,2,11797.5,1,13,3,1,2,3,2,14,6,1,3,1,0,1,1
29,2,49005,2,14,1,2,2,3,1,2,3,1,3,0,0,1,4
35,2,19965,2,16,2,1,2,2,2,2,1,1,3,1,0,1,5
56,3,27225,3,16,2,1,2,1,1,7,5,0,4,0,0,1,0
82,3,13612.5,1,12,,1,2,2,1,2,,0,4,0,1,1,
39,3,,0,9,2,1,3,3,1,3,6,0,2,0,0,0,0
50,2,39930,0,8,,1,1,2,2,6,,1,3,1,1,1,
22,3,49005,1,13,1,1,2,1,1,2,2,1,3,0,0,1,1
52,1,17242.5,4,18,,1,2,3,2,2,,1,3,1,0,1,
66,3,39930,4,20,1,1,3,3,2,3,0,0,3,1,0,1,0
38,2,39930,0,11,,1,2,3,2,6,,1,4,1,1,1,
39,3,49005,1,12,2,1,2,2,2,4,2,1,3,1,0,1,4
43,2,59895,2,14,,1,2,2,2,2,,1,2,1,1,0,
39,2,39930,1,12,,1,3,2,1,1,,1,3,0,0,1,
69,2,32670,4,19,1,1,1,1,2,2,4,0,4,1,0,1,0
56,2,49005,1,12,,1,1,3,2,3,,1,3,1,0,1,
77,3,9982.5,1,12,3,1,2,1,1,6,2,0,3,0,0,1,0
61,3,87120,1,12,2,1,1,2,1,1,4,0,3,0,1,1,1
39,3,72600,1,13,,1,1,1,2,7,,1,3,1,1,1,
83,2,17242.5,0,8,,1,2,1,2,9,,0,3,1,0,1,
27,3,116160,1,12,1,2,2,3,1,1,0,1,1,0,0,0,1
63,3,49005,3,16,,1,1,2,2,3,,0,4,1,1,1,
72,2,19965,1,12,3,2,3,3,1,8,6,0,2,0,1,0,0
42,2,,1,14,,1,2,3,2,3,,0,2,1,1,0,
52,3,163843.847,4,18,,1,2,1,2,3,,0,4,1,1,1,
75,3,87120,1,13,,1,2,2,1,3,,0,3,0,1,1,
40,3,163843.847,3,16,,1,2,3,2,0,,1,3,1,0,1,
62,3,163843.847,3,16,2,2,2,1,2,4,1,0,3,1,1,1,3
42,3,163843.847,4,18,,2,2,2,1,1,,0,4,0,1,1,
83,3,5445,1,15,3,2,2,1,2,2,5,0,2,1,0,0,0
76,4,163843.847,2,14,2,1,1,1,1,4,1,0,3,0,1,1,0
52,3,116160,4,20,,1,1,1,2,1,,1,3,1,1,1,
19,2,49005,1,12,3,1,1,2,1,11,4,0,3,0,0,1,2
51,3,39930,1,11,,1,2,2,2,8,,0,3,1,1,1,
28,3,49005,3,16,2,1,1,3,1,2,0,1,3,0,1,1,1
31,3,87120,1,14,,2,1,3,1,9,,1,2,0,0,0,
43,2,72600,1,13,3,2,2,2,1,5,3,1,4,0,0,1,1
89,2,23595,2,14,3,1,3,3,1,3,5,0,2,0,1,0,0
56,2,59895,1,10,,2,2,,1,3,,1,3,0,0,1,
58,2,49005,1,12,3,1,2,2,1,4,4,1,2,0,1,0,0
38,2,49005,2,16,,1,1,2,1,3,,1,4,0,1,1,
47,3,59895,3,16,1,1,2,3,2,3,0,1,2,1,1,0,0
48,3,15427.5,1,11,,2,2,3,2,2,,1,3,1,1,1,
26,2,39930,2,14,1,1,2,3,1,4,0,0,4,0,0,1,3
23,2,1452,0,9,,1,1,2,2,4,,0,3,1,0,1,
30,2,27225,0,10,2,2,1,2,2,9,2,0,3,1,0,1,2
49,2,39930,4,17,,1,2,2,2,7,,1,4,1,0,1,
52,2,39930,1,12,2,1,2,3,2,0,2,1,2,1,0,0,1
22,2,,1,13,,1,2,2,1,7,,1,3,0,0,1,
42,2,1452,0,7,,1,2,1,1,1,,0,2,0,0,0,
24,3,,1,12,,2,3,2,1,4,,0,3,0,0,1,
33,2,32670,1,12,1,1,2,2,2,6,3,1,1,1,0,0,1
46,2,,1,12,,1,3,3,2,0,,1,2,1,0,0,
54,2,49005,2,14,4,1,2,1,2,1,2,1,3,1,0,1,1
47,2,15427.5,0,12,,2,2,3,1,2,,0,1,0,0,0,
62,2,49005,3,16,1,1,2,2,1,2,4,1,3,0,0,1,2
48,2,59895,1,12,,2,1,3,1,2,,1,4,0,1,1,
32,3,72600,4,20,1,1,1,1,1,2,1,1,4,0,1,1,5
31,1,,1,12,,1,3,3,1,6,,0,3,0,1,1,
37,3,59895,3,16,,2,2,2,2,2,,1,3,1,0,1,
36,3,59895,3,16,1,1,1,1,1,1,1,1,3,0,1,1,1
47,2,116160,0,7,,2,1,1,1,5,,1,3,0,1,1,
37,3,163843.847,4,19,,1,2,1,2,3,,1,4,1,1,1,
89,2,,1,11,3,1,2,1,1,5,8,0,2,0,0,0,0
71,3,39930,3,16,,2,2,3,2,1,,0,1,1,1,0,
21,2,59895,1,13,2,2,2,2,2,3,2,1,4,1,0,1,0
67,,9982.5,3,17,2,1,2,3,2,1,0,0,2,1,0,0,0
34,3,39930,1,11,3,1,2,2,1,3,3,1,3,0,1,1,0
65,3,32670,1,14,,1,2,2,1,1,,0,4,0,0,1,
68,3,49005,1,12,2,2,2,1,2,1,3,0,3,1,1,1,0
38,2,13612.5,0,6,,1,2,1,2,7,,0,4,1,0,1,
52,2,87120,1,12,,1,2,2,2,5,,0,2,1,1,0,
49,3,1452,4,18,,1,2,2,2,0,,0,4,1,0,1,
63,2,17242.5,0,6,2,1,1,2,1,8,3,0,3,0,1,1,0
26,3,27225,1,15,,1,2,1,1,2,,1,3,0,0,1,
70,3,23595,1,15,,2,3,3,2,3,,0,3,1,0,1,
21,2,15427.5,1,15,1,1,2,2,2,8,1,1,3,1,0,1,1
69,2,27225,1,12,,1,2,2,1,1,,0,3,0,1,1,
39,3,163843.847,1,15,,1,2,1,1,1,,1,2,0,1,0,
29,2,72600,1,12,2,1,2,2,1,3,1,1,3,0,0,1,2
45,2,59895,1,12,,1,2,2,1,2,,1,2,0,0,0,
41,3,163843.847,4,20,,1,2,2,1,2,,1,2,0,1,0,
46,3,32670,3,16,2,2,2,2,1,4,3,1,2,0,0,0,0
23,2,8167.5,3,16,,1,3,3,1,4,,0,3,0,0,1,
31,2,19965,1,11,2,1,3,3,2,2,2,0,3,1,0,1,2
47,2,72600,3,16,,1,2,2,1,2,,1,3,0,1,1,
45,3,,3,16,,1,2,2,2,3,,0,2,1,1,0,
58,2,101640,3,16,,1,3,3,2,6,,0,2,1,1,0,
66,3,101640,4,17,,1,2,1,1,1,,0,4,0,0,1,
41,2,32670,0,7,3,2,2,1,1,3,0,0,1,0,0,0,3
44,3,59895,4,18,,1,2,3,2,3,,0,4,1,1,1,
57,3,32670,1,12,2,1,2,2,1,2,3,1,3,0,0,1,0
89,3,72600,3,16,3,,2,1,1,2,1,0,3,0,0,1,0
64,2,6534,1,14,,1,3,2,1,2,,0,3,0,0,1,
65,3,13612.5,1,13,1,2,1,2,2,9,20,0,3,1,0,1,3
72,3,2541,1,12,1,2,3,2,2,1,24,0,2,1,0,0,0
57,3,116160,3,19,1,1,2,1,2,2,1,1,4,1,1,1,0
63,2,49005,1,12,1,1,2,2,2,3,5,1,4,1,1,1,1
55,2,27225,2,17,,1,2,1,2,5,,0,2,1,0,0,
53,2,72600,1,14,1,2,2,3,2,5,2,1,3,1,1,1,2
52,2,23595,1,12,,2,1,1,2,1,,0,3,1,1,1,
75,3,59895,1,14,,1,3,2,1,2,,0,3,0,1,1,
28,3,59895,3,16,,1,1,2,2,2,,1,3,1,1,1,
48,2,6534,0,9,,1,2,2,1,3,,0,2,0,0,0,
59,2,39930,1,12,,1,1,2,2,3,,1,3,1,1,1,
40,2,39930,1,12,2,2,2,3,1,7,2,1,3,0,1,1,0
35,3,39930,3,16,,1,2,2,2,0,,1,4,1,0,1,
51,3,163843.847,2,14,,1,2,2,1,3,,1,3,0,1,1,
47,3,163843.847,1,13,2,1,2,1,2,0,5,0,2,1,1,0,0
45,3,,3,16,3,2,1,1,1,4,0,1,4,0,1,1,1
48,3,87120,3,16,,1,1,1,2,2,,0,4,1,1,1,
26,3,32670,4,20,,1,1,1,1,0,,1,3,0,0,1,
33,3,72600,3,16,3,2,2,2,1,0,2,1,3,0,1,1,2
48,2,39930,3,16,,1,2,2,2,2,,1,3,1,0,1,
36,2,101640,4,16,,1,2,2,2,7,,1,3,1,1,1,
49,1,87120,1,12,,1,1,3,1,1,,1,3,0,1,1,
38,2,49005,3,20,,1,1,2,1,1,,1,4,0,1,1,
28,3,39930,4,19,2,1,2,2,2,4,3,0,3,1,1,1,1
60,3,,0,10,,1,1,1,1,4,,1,3,0,1,1,
43,2,32670,1,11,3,1,2,2,1,8,0,1,3,0,1,1,1
54,2,32670,3,16,1,1,2,3,1,2,0,0,2,0,1,0,0
69,2,87120,1,12,2,1,2,1,1,6,2,1,2,0,1,0,2
55,2,32670,1,12,1,1,3,2,2,1,2,0,1,1,1,0,2
63,2,17242.5,2,14,,1,1,2,1,4,,1,3,0,0,1,
68,2,19965,1,12,,1,3,2,2,4,,0,3,1,0,1,
36,2,72600,2,14,2,2,2,3,2,5,6,1,2,1,1,0,1
77,3,163843.847,3,16,,1,3,1,1,1,,0,2,0,1,0,
26,2,13612.5,1,12,,1,3,3,1,1,,1,3,0,0,1,
46,1,23595,1,11,,2,3,3,2,7,,1,1,1,0,0,
77,1,6534,0,8,3,1,3,2,2,7,6,0,2,1,0,0,0
54,2,49005,3,16,,1,2,2,1,0,,1,3,0,0,1,
52,3,5445,1,13,1,1,1,1,1,1,5,0,1,0,0,0,1
25,2,13612.5,1,11,,1,3,3,2,1,,1,2,1,1,0,
21,2,17242.5,0,8,2,1,2,2,2,4,1,0,2,1,1,0,1
42,2,32670,1,14,,1,2,2,2,5,,0,3,1,1,1,
49,1,15427.5,0,12,1,1,3,3,2,2,7,0,1,1,0,0,0
56,2,87120,1,12,,2,2,2,2,3,,1,3,1,1,1,
67,1,5445,1,12,3,2,2,3,1,2,8,0,3,0,0,1,0
23,2,9982.5,3,16,,1,2,2,2,2,,1,3,1,0,1,
24,3,72600,1,12,,2,2,2,2,1,,1,3,1,1,1,
67,2,6534,1,14,,1,2,2,1,6,,0,2,0,0,0,
62,3,,1,13,1,1,2,2,2,10,12,0,3,1,0,1,0
50,3,87120,1,13,3,1,2,2,1,3,1,1,3,0,1,1,0
54,3,3267,1,14,,1,3,1,1,2,,0,4,0,0,1,
58,1,19965,1,11,1,1,3,2,2,3,4,0,3,1,0,1,1
34,1,3993,1,12,,2,2,3,2,5,,0,3,1,0,1,
29,2,27225,1,13,2,2,2,2,2,1,2,1,3,1,0,1,1
70,3,72600,3,16,3,2,1,1,2,3,6,0,3,1,1,1,0
73,2,27225,2,14,,1,3,2,2,2,,0,3,1,0,1,
25,2,15427.5,1,12,,1,2,2,2,5,,0,4,1,1,1,
62,1,19965,1,13,,1,3,3,1,6,,0,2,0,0,0,
66,1,13612.5,2,14,,2,1,2,1,7,,0,2,0,0,0,
65,2,27225,0,9,,2,1,2,2,7,,1,3,1,0,1,
58,1,1452,1,14,,1,2,3,1,7,0,0,2,0,0,0,0
65,1,3267,0,6,,1,3,3,2,6,,0,1,1,0,0,
57,2,2541,0,9,2,1,1,2,1,9,5,0,4,0,1,1,1
30,1,23595,1,9,,1,2,3,1,0,,1,2,0,0,0,
58,3,6534,1,14,1,1,2,2,1,13,3,0,2,0,1,0,2
39,3,49005,1,12,,2,1,2,2,4,,1,3,1,0,1,
67,2,32670,3,16,,1,2,2,1,2,,0,3,0,0,1,
85,1,,1,12,3,1,2,2,2,6,2,0,3,1,0,1,0
69,2,15427.5,3,16,,2,3,2,2,7,,0,3,1,0,1,
66,2,59895,1,12,2,1,1,2,2,1,2,1,4,1,1,1,0
31,3,87120,4,16,,2,1,1,1,2,,1,4,0,1,1,
63,3,49005,4,17,1,1,1,1,2,1,2,1,3,1,1,1,1
78,3,,1,12,,1,1,2,2,1,,0,2,1,1,0,
68,3,87120,3,16,1,1,2,1,1,3,4,0,3,0,1,1,6
51,2,163843.847,3,16,,1,2,1,1,8,,1,3,0,1,1,
32,2,23595,2,16,1,1,2,2,2,4,1,1,3,1,0,1,3
39,2,101640,4,18,,1,2,3,1,3,,0,3,0,0,1,
48,2,39930,4,19,,1,1,3,2,7,,1,3,1,0,1,
68,3,19965,2,14,,1,3,1,1,6,,1,4,0,0,1,
52,3,72600,2,16,,1,2,1,1,1,,0,2,0,0,0,
83,3,27225,4,19,2,1,3,2,2,0,4,0,3,1,0,1,9
73,3,72600,4,20,,1,2,1,1,0,,0,1,0,0,0,
77,2,,0,10,2,1,2,3,2,2,6,0,2,1,0,0,0
36,3,49005,1,12,3,1,2,3,1,2,1,1,3,0,1,1,2
65,2,49005,1,13,,1,1,2,1,2,,0,3,0,1,1,
63,3,,3,16,3,1,3,2,1,1,1,1,3,0,0,1,1
35,2,23595,1,16,1,1,2,3,2,2,2,1,3,1,1,1,3
48,3,72600,4,16,,1,1,2,1,2,,1,3,0,1,1,
27,3,49005,3,17,,2,3,2,1,1,,1,3,0,0,1,
34,3,11797.5,0,10,,2,3,3,1,4,,0,2,0,1,0,
42,3,59895,3,16,,2,2,2,1,2,,1,4,0,1,1,
43,2,27225,1,12,2,2,2,3,1,4,0,1,3,0,0,1,0
80,3,32670,1,15,2,1,3,1,2,2,1,0,4,1,0,1,0
80,2,,1,14,,2,1,1,1,8,,0,3,0,1,1,
22,2,87120,1,12,,1,1,2,1,2,,0,3,0,0,1,
42,3,59895,1,12,1,1,1,1,2,11,2,0,4,1,1,1,1
49,2,,0,9,,1,2,1,2,17,,0,3,1,1,1,
41,2,72600,3,16,1,1,2,2,1,2,2,1,3,0,1,1,4
49,2,49005,1,13,3,1,1,3,1,5,5,1,4,0,1,1,2
40,1,27225,0,8,,1,2,3,2,21,,0,1,1,0,0,
81,2,15427.5,0,10,1,1,2,3,2,1,12,0,1,1,0,0,0
87,2,15427.5,1,12,,2,3,2,2,6,,0,2,1,0,0,
52,1,23595,3,15,2,1,3,2,1,8,2,0,3,0,1,1,0
58,2,19965,1,12,3,1,2,2,2,3,6,1,2,1,0,0,0
26,2,19965,3,17,2,1,2,2,2,3,,1,2,1,0,0,0
20,3,59895,1,14,,2,3,1,1,4,,0,4,0,0,1,
23,3,9982.5,3,16,3,1,1,1,1,1,1,0,4,0,0,1,2
25,2,9982.5,1,16,,1,1,3,2,5,,1,1,1,0,0,
31,3,8167.5,3,17,,1,2,3,1,2,,0,3,0,0,1,
19,3,9982.5,1,13,1,1,2,3,2,0,3,0,2,1,0,0,0
30,3,3267,1,14,,2,2,2,1,2,,0,4,0,0,1,
23,,,2,14,2,1,2,,1,3,1,0,4,0,0,1,0
53,3,163843.847,3,16,,1,1,2,1,1,,1,3,0,1,1,
52,2,49005,1,12,2,2,2,1,2,5,2,1,3,1,1,1,1
47,2,39930,1,12,,2,1,1,1,10,,1,2,0,1,0,
54,2,59895,1,12,,1,2,2,2,7,,1,3,1,1,1,
67,3,49005,4,18,,1,1,1,2,3,,0,3,1,1,1,
57,3,15427.5,4,20,3,1,2,1,1,3,0,0,3,0,0,1,0
89,3,49005,1,13,,1,2,1,1,1,,0,4,0,0,1,
32,1,27225,1,13,1,1,1,3,2,0,0,0,1,1,1,0,0
22,2,9982.5,1,13,,2,3,3,2,1,,0,1,1,0,0,
37,1,15427.5,0,11,2,1,2,3,2,6,2,0,3,1,0,1,1
54,2,6534,3,16,2,1,2,3,1,7,2,1,3,0,1,1,1
24,2,19965,1,15,,1,3,2,2,3,,0,3,1,0,1,
25,3,32670,1,14,1,1,1,3,2,4,2,1,3,1,0,1,2
44,1,4719,1,12,,2,3,3,2,2,,0,3,1,0,1,
25,2,11797.5,1,14,2,1,2,3,1,1,1,1,2,0,0,0,0
24,2,101640,1,15,,2,2,2,1,1,,1,1,0,1,0,
78,2,59895,1,12,,1,3,3,2,9,,0,1,1,0,0,
38,2,32670,0,6,,2,1,2,1,5,,1,3,0,1,1,
57,2,39930,0,8,3,1,1,2,1,11,2,1,3,0,1,1,0
70,3,,1,12,,1,3,1,2,1,,0,3,1,0,1,
77,1,6534,0,9,3,1,3,1,2,21,12,0,1,1,0,0,0
