age,class,coninc,degree,educ,fechld,gunlaw,happy,satfin,sex,sibs,tvhours,wrkfull,healthre,female,maritals,healthy,vistzoo
85,3,39930,1,12,2,2,2,1,2,3,2,0,3,1,1,1,1
62,3,163843.847,1,14,1,1,2,1,1,2,1,0,4,0,0,1,2
84,3,,1,12,,2,2,1,2,0,,0,2,1,1,0,
71,3,163843.847,0,11,2,1,3,1,2,4,2,0,3,1,1,1,1
80,3,59895,1,14,,1,2,1,1,2,,0,1,0,1,0,
37,3,72600,1,12,,1,2,2,2,4,,1,3,1,1,1,
62,2,,1,12,3,1,2,2,2,1,1,1,3,1,0,1,0
74,3,23595,1,12,,1,2,2,1,1,,0,2,0,0,0,
40,3,1452,1,15,1,1,2,2,2,1,1,0,3,1,0,1,0
31,2,49005,2,14,1,1,2,2,1,1,4,1,4,0,0,1,1
36,3,72600,4,18,,1,2,2,1,1,,1,3,0,1,1,
83,2,39930,0,9,3,1,3,2,1,5,4,1,2,0,0,0,0
58,2,49005,0,1,,2,2,2,1,4,,1,1,0,0,0,
29,2,23595,1,13,2,2,2,2,1,2,1,1,2,0,0,0,0
50,3,72600,1,12,,1,2,1,1,4,,1,3,0,1,1,
64,3,49005,3,18,,2,2,2,1,6,,0,2,0,0,0,
72,3,59895,4,17,,1,3,2,1,1,,0,3,0,0,1,
31,3,87120,3,16,,1,1,1,2,3,,0,4,1,1,1,
30,3,59895,3,16,1,2,1,1,1,2,4,1,4,0,0,1,2
36,3,,3,18,,1,2,2,2,4,,1,4,1,0,1,
56,3,59895,1,12,2,1,2,1,2,1,2,1,3,1,0,1,2
29,3,72600,1,14,,2,2,2,2,1,,0,3,1,1,1,
83,3,59895,3,16,2,1,2,1,2,0,3,0,3,1,0,1,2
80,3,,3,17,,1,1,1,2,1,,0,3,1,1,1,
61,2,8167.5,1,12,,2,3,2,1,4,,0,2,0,0,0,
52,2,72600,2,14,,1,2,2,2,1,,1,4,1,1,1,
24,3,59895,1,12,2,1,2,2,2,2,1,1,3,1,0,1,1
28,2,39930,1,12,1,2,2,2,2,2,3,1,3,1,1,1,2
30,1,17242.5,1,12,,2,2,3,2,2,,0,2,1,0,0,
63,2,19965,1,13,1,1,1,2,2,7,1,1,3,1,0,1,1
20,3,3993,1,13,,1,2,1,1,2,,0,3,0,0,1,
31,3,15427.5,1,12,,1,2,2,2,10,,1,3,1,0,1,
74,2,23595,1,14,,2,2,2,1,7,,0,2,0,0,0,
61,3,101640,2,18,,,,2,1,7,,1,1,0,1,0,
63,3,32670,1,14,2,1,2,2,2,4,3,0,3,1,1,1,0
46,3,59895,1,12,1,1,2,2,1,2,2,1,3,0,0,1,2
83,3,49005,3,20,2,1,1,1,2,4,2,0,3,1,0,1,0
80,3,72600,2,14,3,1,2,1,1,3,3,0,3,0,1,1,0
58,4,163843.847,1,13,,1,2,1,2,5,,0,2,1,1,0,
52,2,15427.5,1,12,2,1,2,3,2,4,4,0,2,1,1,0,0
31,3,49005,1,12,1,1,1,3,2,2,1,0,3,1,1,1,1
34,3,101640,1,15,,2,1,1,1,2,,1,4,0,1,1,
57,3,49005,3,16,3,1,2,1,2,3,3,1,2,1,0,0,0
60,2,59895,0,9,1,2,1,2,1,6,5,1,3,0,1,1,0
67,2,17242.5,1,11,,1,2,2,2,5,,0,3,1,1,1,
50,2,27225,3,20,,1,3,3,1,1,,1,1,0,0,0,
23,1,,1,12,1,1,3,3,2,2,4,0,1,1,1,0,2
59,3,72600,1,12,,1,2,1,1,4,,1,4,0,1,1,
38,3,101640,4,19,,2,1,1,2,3,,1,3,1,1,1,
32,3,39930,2,14,2,1,2,1,1,2,5,0,4,0,0,1,1
48,2,32670,1,14,1,2,3,3,1,1,6,1,2,0,0,0,0
64,3,32670,1,13,,2,2,2,2,5,,1,3,1,1,1,
25,2,8167.5,1,15,2,1,2,2,2,4,2,1,3,1,0,1,1
48,2,17242.5,1,12,,1,3,2,2,10,,1,3,1,0,1,
23,3,363,4,17,1,2,2,1,1,0,1,1,4,0,0,1,1
44,3,49005,1,14,,1,1,2,1,1,,1,3,0,0,1,
25,3,32670,3,16,,2,1,2,1,2,,1,4,0,0,1,
59,3,101640,3,17,2,2,2,1,1,4,2,1,3,0,1,1,0
53,3,87120,3,17,2,1,2,2,2,2,1,0,2,1,1,0,0
46,2,,1,12,,1,2,2,1,0,,1,2,0,0,0,
86,3,,1,12,,1,1,2,2,3,,0,3,1,1,1,
29,2,,0,12,,1,2,2,2,4,,0,3,1,0,1,
50,2,39930,3,16,,1,1,2,2,2,,1,4,1,0,1,
79,3,39930,3,16,,1,1,1,2,4,,0,4,1,0,1,
50,2,,1,12,,2,2,2,2,4,,1,3,1,0,1,
61,1,13612.5,3,16,,1,3,2,1,3,,0,2,0,0,0,
21,2,101640,1,14,2,2,1,2,2,1,1,0,4,1,0,1,1
29,3,72600,2,15,,1,1,1,2,3,,0,4,1,1,1,
25,2,27225,1,15,1,2,2,2,2,2,1,1,3,1,0,1,2
71,1,11797.5,0,0,,1,3,3,2,3,,0,4,1,1,1,
55,1,15427.5,1,12,,1,3,3,1,6,,0,1,0,0,0,
47,2,87120,3,16,1,1,2,2,1,3,2,1,3,0,1,1,1
73,1,8167.5,0,8,2,1,3,3,2,6,1,0,2,1,0,0,0
80,3,9982.5,1,12,,1,2,3,2,0,,0,3,1,0,1,
86,2,17242.5,1,12,2,1,2,3,2,1,6,0,3,1,0,1,0
47,3,49005,4,20,,1,1,2,1,3,,1,3,0,0,1,
52,3,163843.847,4,18,1,1,2,2,1,8,3,1,3,0,1,1,0
61,1,9982.5,2,14,,1,2,2,2,5,,0,3,1,0,1,
53,2,49005,4,18,1,1,2,3,1,11,0,1,3,0,0,1,0
64,3,27225,4,19,,1,3,3,2,2,,1,3,1,0,1,
66,3,15427.5,2,14,2,1,2,1,2,1,4,0,3,1,0,1,0
43,1,13612.5,1,13,,1,3,3,1,1,,0,4,0,0,1,
60,3,49005,1,13,,1,1,1,2,1,,0,4,1,0,1,
23,3,4719,2,15,2,2,2,2,1,0,4,0,3,0,0,1,0
66,3,49005,4,18,1,1,1,1,1,1,1,0,1,0,0,0,0
43,1,8167.5,0,11,,1,2,2,2,7,,0,3,1,0,1,
59,3,59895,3,16,,1,1,1,2,1,,1,3,1,1,1,
24,2,9982.5,1,14,1,1,2,3,1,1,2,1,3,0,0,1,0
36,2,2541,2,14,,1,3,3,2,5,,1,2,1,0,0,
26,2,27225,1,12,3,2,2,2,1,4,2,1,3,0,0,1,1
64,2,11797.5,1,12,,1,3,3,2,1,,0,3,1,0,1,
58,3,49005,3,16,4,1,2,3,1,7,1,1,3,0,0,1,0
76,2,,3,16,,1,2,1,2,1,,0,2,1,0,0,
68,3,17242.5,3,16,3,1,3,2,1,3,1,0,2,0,0,0,0
89,3,13612.5,1,12,,1,2,2,2,1,,0,3,1,0,1,
63,2,49005,1,12,3,2,2,2,2,2,2,1,4,1,1,1,0
57,2,8167.5,2,14,,2,2,2,2,0,,0,2,1,0,0,
66,1,9982.5,1,11,3,1,2,3,2,3,8,0,3,1,0,1,0
63,3,59895,4,18,,1,2,1,2,5,,1,3,1,0,1,
75,3,39930,4,20,4,1,1,1,1,1,0,0,4,0,0,1,0
66,3,59895,4,19,,1,2,2,2,1,,0,2,1,0,0,
49,3,72600,4,16,1,1,2,2,2,5,0,1,2,1,1,0,2
57,3,101640,4,18,,1,1,1,1,3,,1,3,0,1,1,
41,2,72600,1,13,,2,1,2,2,6,,1,2,1,0,0,
42,3,49005,4,18,2,1,2,2,2,1,2,1,3,1,0,1,1
38,3,59895,3,16,,1,2,2,1,1,,0,3,0,1,1,
34,2,,1,11,,1,2,3,1,5,,0,2,0,1,0,
39,1,3993,1,10,,1,3,3,2,4,,0,2,1,1,0,
38,1,19965,0,10,3,1,2,3,2,6,0,0,3,1,0,1,3
55,2,27225,1,12,2,,2,2,1,3,1,1,4,0,0,1,1
85,2,49005,4,18,4,1,2,1,1,6,4,0,3,0,1,1,0
32,2,32670,1,14,,1,2,3,1,14,,1,3,0,0,1,
35,1,49005,1,13,1,1,2,2,1,4,1,1,3,0,0,1,2
32,2,27225,1,14,,1,3,2,2,10,,1,3,1,1,1,
67,3,59895,4,18,,1,2,2,2,2,,0,4,1,0,1,
59,2,59895,2,14,2,1,1,2,2,7,2,1,4,1,1,1,2
57,,49005,1,12,,2,2,2,1,1,,0,2,0,1,0,
66,2,49005,1,16,1,2,1,2,2,1,2,0,3,1,0,1,0
35,2,101640,1,14,,2,2,2,1,2,,1,4,0,1,1,
28,3,59895,3,16,,1,2,2,2,2,,1,3,1,1,1,
52,3,116160,4,20,,1,2,2,2,2,,1,3,1,1,1,
89,2,39930,1,12,,1,3,1,1,11,,0,3,0,0,1,
69,2,32670,1,12,3,1,2,2,2,2,3,0,3,1,0,1,1
55,3,19965,1,14,,1,2,2,1,1,,1,3,0,0,1,
48,3,59895,1,13,3,2,1,1,1,3,3,1,3,0,1,1,1
67,3,,1,12,,1,1,1,2,2,,0,3,1,1,1,
66,2,23595,1,12,,2,1,3,2,4,,1,3,1,0,1,
31,1,19965,1,14,2,1,2,3,2,3,4,0,4,1,0,1,0
57,2,,1,12,,1,2,3,2,9,,0,2,1,0,0,
48,2,6534,1,14,,1,3,2,2,13,,0,2,1,0,0,
59,2,8167.5,1,10,,1,3,3,2,5,,0,1,1,0,0,
59,2,5445,0,7,,1,3,1,1,12,,0,1,0,0,0,
37,2,32670,1,14,,1,2,2,1,4,,1,3,0,0,1,
35,1,,1,12,3,1,1,,1,1,2,1,3,0,0,1,0
67,2,27225,1,12,,1,2,2,2,4,,0,3,1,0,1,
30,3,49005,1,14,,1,2,2,1,2,,1,3,0,1,1,
53,3,59895,3,16,,1,2,2,2,2,,0,4,1,1,1,
51,2,19965,1,12,,1,1,2,2,1,,1,4,1,0,1,
80,2,32670,1,12,3,1,1,2,1,3,4,0,3,0,1,1,0
67,2,13612.5,3,16,,1,2,2,2,6,,0,4,1,0,1,
61,3,39930,3,16,,1,1,1,2,1,,0,4,1,1,1,
58,2,49005,1,12,,2,1,3,2,6,,0,3,1,1,1,
25,2,32670,1,12,2,2,2,2,1,3,6,1,3,0,0,1,2
34,2,15427.5,1,12,2,1,2,3,2,3,11,0,3,1,1,1,0
37,3,59895,1,12,,1,3,2,2,1,,1,4,1,0,1,
62,1,49005,1,13,,1,2,2,1,2,,0,1,0,0,0,
65,2,39930,1,12,3,2,1,2,1,2,2,0,3,0,0,1,0
68,2,8167.5,0,8,,1,2,3,2,4,,0,2,1,0,0,
63,1,23595,0,8,,2,2,2,1,6,,0,2,0,1,0,
80,3,87120,3,16,,2,1,2,1,2,15,0,3,0,1,1,0
29,2,39930,2,15,1,2,1,2,2,2,2,1,3,1,0,1,0
75,3,32670,1,12,2,1,1,1,1,1,3,0,4,0,1,1,0
74,3,23595,1,12,,1,3,2,1,2,,0,3,0,0,1,
86,3,49005,1,13,3,1,2,1,2,4,4,0,3,1,1,1,0
81,3,39930,1,12,3,1,2,2,2,2,5,0,4,1,1,1,0
69,2,27225,0,9,,1,1,3,2,7,,0,3,1,1,1,
59,2,,1,12,,2,2,2,1,3,,0,3,0,1,1,
68,2,32670,1,12,3,2,2,2,1,3,5,0,3,0,1,1,0
28,3,32670,3,16,,1,1,1,2,2,,1,3,1,0,1,
30,2,17242.5,1,12,1,1,1,2,2,1,5,1,3,1,1,1,1
30,2,15427.5,2,14,,1,3,2,2,3,,1,4,1,0,1,
50,3,101640,4,18,4,1,2,1,2,2,5,0,1,1,1,0,0
46,3,72600,3,16,2,2,2,2,2,4,5,0,3,1,1,1,5
43,3,72600,1,13,1,1,2,1,2,1,2,1,3,1,1,1,0
27,3,23595,3,16,,2,1,2,1,1,,1,3,0,0,1,
26,2,3993,1,13,,1,1,1,1,7,,1,3,0,0,1,
50,3,87120,4,20,2,1,2,2,2,9,2,0,3,1,1,1,2
23,2,39930,1,16,,1,3,3,1,1,,0,1,0,0,0,
27,3,15427.5,3,18,,2,1,3,1,1,,1,3,0,1,1,
23,2,9982.5,3,16,,1,3,3,2,4,,1,3,1,0,1,
36,3,,3,16,1,1,3,3,2,1,2,0,3,1,1,1,0
28,3,363,2,14,,1,2,2,1,2,,0,3,0,0,1,
39,2,23595,1,12,3,1,2,2,2,0,2,1,2,1,0,0,1
47,2,32670,3,16,,1,3,3,2,6,,1,3,1,0,1,
52,2,49005,4,18,,1,2,2,1,0,,1,4,0,0,1,
60,2,,0,8,2,2,1,3,2,7,1,1,3,1,1,1,0
66,3,87120,4,20,,2,2,1,1,2,,0,2,0,0,0,
31,2,11797.5,2,15,1,2,3,3,2,2,2,0,2,1,0,0,0
68,3,116160,3,16,1,1,1,1,2,2,2,0,4,1,1,1,0
66,2,,0,10,,1,1,1,1,5,,0,2,0,1,0,
81,3,17242.5,1,12,4,2,1,1,1,9,4,0,4,0,0,1,0
56,2,72600,1,12,,2,2,1,2,1,,1,3,1,1,1,
24,1,15427.5,1,12,,1,3,3,2,0,,0,2,1,0,0,
26,3,59895,1,16,1,2,2,2,2,3,2,1,4,1,0,1,0
50,2,39930,3,16,1,1,2,2,2,9,3,1,4,1,0,1,1
19,1,8167.5,2,14,,1,2,2,2,1,,0,2,1,0,0,
74,3,,0,11,1,1,2,2,2,5,6,0,3,1,0,1,0
84,3,1452,1,12,3,1,2,2,2,3,1,0,2,1,0,0,0
40,3,59895,0,11,,1,2,2,2,3,,1,3,1,1,1,
59,2,49005,3,16,,1,1,2,2,5,,1,3,1,1,1,
61,3,,1,14,2,1,1,1,1,9,6,0,3,0,0,1,0
48,2,39930,0,9,,1,2,3,2,5,,1,2,1,0,0,
54,2,39930,1,15,1,1,2,3,2,1,3,0,3,1,0,1,1
41,3,49005,4,18,,1,2,1,2,3,,0,4,1,1,1,
34,2,32670,3,16,4,1,2,2,1,1,2,1,2,0,1,0,3
51,2,,0,9,2,1,3,3,1,2,7,0,1,0,0,0,0
64,2,72600,2,14,1,1,1,1,1,4,4,1,4,0,1,1,2
80,1,15427.5,1,13,,1,3,3,2,2,,0,1,1,0,0,
36,2,,1,12,2,1,2,2,2,4,4,0,3,1,0,1,0
41,2,13612.5,3,16,,1,1,2,2,5,,1,3,1,1,1,
45,3,39930,3,16,2,1,2,1,2,3,2,0,3,1,0,1,0
35,3,27225,1,14,,1,2,3,2,13,,1,3,1,0,1,
51,3,17242.5,1,12,,2,3,3,2,4,,0,3,1,1,1,
76,1,8167.5,0,6,2,1,2,1,1,6,6,0,1,0,0,0,0
26,2,8167.5,1,12,,1,3,3,2,4,,1,3,1,0,1,
31,4,1452,1,12,2,1,3,3,2,4,8,0,3,1,0,1,1
19,2,2541,1,12,,1,3,3,1,3,,0,2,0,0,0,
55,2,32670,2,14,,1,2,3,2,9,,1,3,1,0,1,
52,1,8167.5,1,12,3,1,2,2,2,1,7,0,2,1,0,0,0
67,1,,3,16,2,1,2,3,2,8,9,0,4,1,0,1,0
31,2,11797.5,2,14,,2,1,2,2,1,,1,3,1,1,1,
58,1,3993,1,12,,1,3,3,1,2,,0,1,0,0,0,
83,4,,0,8,3,1,1,3,2,3,3,0,2,1,1,0,0
76,3,32670,2,15,,1,2,1,2,7,,0,4,1,0,1,
58,2,72600,1,12,1,2,2,2,2,5,4,1,2,1,1,0,3
69,3,87120,4,17,,2,1,1,2,5,,0,4,1,1,1,
65,3,39930,1,12,,1,2,1,2,1,,0,3,1,0,1,
49,2,17242.5,1,12,2,2,2,3,1,3,20,0,2,0,1,0,0
76,2,163843.847,1,15,,1,1,1,1,9,,0,2,0,1,0,
28,3,72600,3,16,1,2,1,1,1,2,2,1,4,0,0,1,2
33,2,23595,3,18,,2,2,2,1,1,,1,3,0,0,1,
69,3,27225,1,14,3,2,1,1,2,2,0,0,3,1,0,1,0
39,2,19965,1,14,,1,3,3,2,1,,1,3,1,0,1,
37,2,19965,4,16,2,2,2,3,2,3,4,1,3,1,0,1,1
44,2,27225,1,14,,2,3,3,2,5,,0,2,1,0,0,
36,2,72600,2,16,,1,2,2,2,2,,1,3,1,0,1,
43,,5445,2,14,,2,2,2,1,8,,0,4,0,0,1,
44,2,27225,1,12,2,1,1,1,1,4,6,1,4,0,0,1,0
66,3,59895,4,20,1,1,2,2,2,2,3,1,3,1,0,1,0
75,4,9982.5,0,7,2,2,3,3,2,2,13,0,1,1,0,0,0
73,3,27225,1,12,,1,2,2,2,7,,0,2,1,0,0,
37,3,363,2,15,3,2,2,3,2,3,2,0,3,1,0,1,0
30,2,15427.5,1,14,,1,1,1,1,3,,1,3,0,1,1,
48,3,39930,1,12,,2,2,2,1,5,,1,3,0,1,1,
47,2,49005,1,12,,1,3,1,1,4,,1,2,0,0,0,
67,4,49005,1,13,,1,3,3,1,3,,0,3,0,0,1,
70,,,0,8,2,,1,2,2,6,3,0,3,1,1,1,0
69,3,32670,3,16,,1,2,1,2,4,,0,2,1,0,0,
25,2,,3,16,,1,2,1,2,3,,1,3,1,0,1,
39,3,39930,2,16,2,1,2,2,2,2,1,1,3,1,0,1,1
27,2,15427.5,2,14,1,1,2,1,1,4,2,1,2,0,0,0,0
21,3,,1,12,,2,2,1,2,3,,1,3,1,0,1,
61,2,19965,3,16,2,1,3,2,2,4,2,0,2,1,0,0,1
58,1,15427.5,1,12,,2,3,3,2,11,,0,3,1,0,1,
52,2,32670,3,14,,1,2,3,1,3,,1,2,0,0,0,
61,2,32670,4,18,1,1,1,1,2,0,0,0,4,1,0,1,0
63,2,59895,4,17,,1,1,1,2,2,,0,3,1,1,1,
82,2,9982.5,2,14,2,2,2,2,2,3,5,0,1,1,1,0,0
50,2,39930,1,12,1,2,2,2,1,3,2,1,3,0,1,1,3
55,1,6534,1,14,,1,2,3,2,,,0,1,1,0,0,
19,2,32670,1,13,,1,1,2,1,2,,0,4,0,0,1,
73,3,49005,4,18,2,2,2,1,2,1,2,0,3,1,0,1,0
50,3,11797.5,1,12,,2,3,3,2,1,,0,3,1,0,1,
40,2,32670,1,14,1,2,1,1,2,6,2,1,3,1,0,1,0
41,3,72600,3,15,,1,2,2,1,1,,1,3,0,0,1,
65,4,49005,3,16,3,2,1,2,1,2,16,0,3,0,1,1,0
57,3,59895,1,12,3,2,1,2,1,5,3,1,3,0,1,1,0
86,3,49005,3,16,,2,1,1,1,2,,0,4,0,0,1,
67,3,163843.847,1,18,,,2,1,2,1,,0,3,1,1,1,
32,3,101640,3,16,,1,2,1,1,4,,1,3,0,1,1,
56,1,363,1,12,,2,3,3,2,0,,0,2,1,0,0,
61,3,72600,3,16,1,1,1,3,2,0,0,1,4,1,0,1,1
48,2,49005,2,14,,1,3,2,1,4,,1,4,0,0,1,
65,2,27225,1,14,,1,2,2,1,1,,0,3,0,0,1,
73,3,49005,1,14,,1,2,2,2,3,,0,3,1,1,1,
71,2,32670,1,12,1,1,1,3,2,2,3,0,3,1,1,1,0
78,2,49005,1,12,,1,1,1,1,5,,0,4,0,0,1,
74,4,163843.847,4,20,3,2,1,1,1,4,3,0,3,0,0,1,2
52,2,9982.5,1,16,,2,2,3,2,1,,0,4,1,0,1,
48,3,363,2,14,3,1,3,3,2,3,3,0,2,1,0,0,0
61,3,59895,1,12,,1,1,2,1,3,,0,4,0,1,1,
50,2,32670,3,16,,1,1,3,1,2,,1,3,0,0,1,
36,2,32670,3,16,1,2,2,2,2,11,2,1,4,1,0,1,3
45,1,19965,3,15,,2,3,3,2,28,,0,2,1,0,0,
53,2,15427.5,2,14,1,2,2,2,2,3,5,1,4,1,0,1,0
28,3,,1,12,,2,1,2,1,7,,1,4,0,0,1,
89,3,17242.5,1,12,2,1,2,2,2,3,5,0,3,1,0,1,0
62,3,,1,12,,2,2,3,2,6,,0,2,1,1,0,
43,2,32670,0,9,1,1,3,2,1,8,2,1,2,0,1,0,9
74,2,,3,16,3,1,2,3,2,5,3,0,4,1,0,1,0
37,2,72600,2,16,,1,2,2,2,4,,1,3,1,1,1,
36,2,49005,1,12,2,1,2,2,2,3,1,0,3,1,1,1,1
77,3,32670,1,12,2,1,2,1,2,1,12,0,3,1,0,1,0
57,1,8167.5,0,8,,1,3,3,1,3,,0,1,0,0,0,
40,2,59895,2,14,1,1,1,3,2,6,0,1,3,1,1,1,0
53,3,72600,1,13,,1,1,1,2,3,,0,3,1,1,1,
44,2,49005,1,12,2,2,1,3,1,1,4,1,2,0,1,0,0
49,2,13612.5,1,15,,2,2,3,1,1,,1,3,0,0,1,
27,2,23595,1,12,1,2,2,3,2,1,2,0,3,1,1,1,1
24,2,19965,1,12,,2,2,1,1,1,,1,3,0,0,1,
44,3,116160,4,17,,1,2,1,2,0,,0,3,1,1,1,
79,3,19965,1,14,2,1,3,3,1,2,4,1,3,0,0,1,0
70,3,1452,1,12,1,1,2,2,1,7,7,0,2,0,0,0,0
33,2,32670,1,14,,1,2,3,1,3,,0,2,0,0,0,
71,3,32670,4,20,,1,2,2,2,4,,0,3,1,0,1,
78,2,27225,0,11,3,1,2,1,2,2,6,0,3,1,0,1,0
42,2,32670,1,15,,2,1,3,2,0,,1,3,1,0,1,
76,2,13612.5,1,13,,1,3,2,1,4,,0,3,0,0,1,
73,3,32670,4,18,1,1,1,1,2,0,4,0,3,1,0,1,1
51,3,59895,0,10,,2,1,1,2,4,,0,3,1,1,1,
58,3,,2,14,,1,2,2,2,4,,0,2,1,1,0,
71,4,,0,8,3,1,2,3,2,13,3,0,2,1,0,0,0
64,2,15427.5,1,14,,2,3,3,2,13,,0,3,1,0,1,
85,2,6534,0,9,,1,3,2,2,7,,0,2,1,0,0,
62,2,39930,1,12,3,1,3,2,1,3,2,1,1,0,1,0,0
38,1,8167.5,2,13,,1,2,3,1,5,,0,3,0,0,1,
66,2,23595,1,12,3,2,2,1,1,9,4,0,3,0,0,1,1
58,3,49005,1,12,,2,1,2,2,3,,1,3,1,1,1,
65,4,163843.847,4,18,2,1,2,2,1,1,4,1,3,0,1,1,1
72,3,49005,1,15,,2,2,1,1,9,,0,3,0,0,1,
68,2,101640,3,16,1,2,2,2,1,1,2,0,4,0,1,1,0
75,3,19965,1,12,,2,2,2,2,11,,0,3,1,0,1,
54,1,13612.5,1,10,2,1,3,3,2,9,4,0,3,1,0,1,0
79,3,15427.5,1,14,,1,2,2,2,2,,0,2,1,1,0,
71,3,59895,1,20,2,1,3,1,2,3,5,0,3,1,0,1,0
