age,class,coninc,degree,educ,fechld,gunlaw,happy,satfin,sex,sibs,tvhours,wrkfull,healthre,female,maritals,healthy,vistzoo
39,3,19965,4,18,,1,2,2,1,2,2,0,4,0,0,1,0
49,3,,3,17,,,2,1,2,2,,0,4,1,1,1,
43,3,72600,1,14,3,2,2,2,1,2,3,1,2,0,1,0,0
76,3,59895,4,20,3,1,1,1,1,1,3,0,3,0,1,1,1
70,2,59895,1,14,,1,2,2,2,2,,0,2,1,0,0,
27,3,,1,13,2,2,2,3,1,3,1,0,3,0,0,1,4
52,3,87120,4,18,,2,2,2,1,1,,1,3,0,1,1,
38,1,15427.5,2,14,3,1,3,3,2,2,4,1,1,1,0,0,0
63,3,15427.5,2,13,,1,2,2,2,4,,1,2,1,0,0,
35,2,87120,1,13,2,1,2,3,2,1,4,1,3,1,1,1,1
41,2,39930,1,14,1,1,2,1,2,2,1,1,3,1,1,1,2
65,1,8167.5,3,16,1,1,3,3,2,2,4,0,1,1,0,0,0
25,2,27225,1,13,,1,1,2,2,3,,0,4,1,0,1,
54,3,19965,1,12,,1,3,3,2,3,,0,3,1,1,1,
58,3,59895,1,12,2,1,1,2,1,6,2,1,3,0,1,1,2
66,1,1452,0,9,,1,2,2,1,4,,0,2,0,0,0,
39,2,27225,1,15,,1,2,3,2,2,,1,2,1,0,0,
47,3,49005,4,20,2,1,2,2,2,2,5,1,2,1,0,0,0
28,2,,1,10,,1,3,3,1,3,,0,3,0,0,1,
76,1,6534,0,11,3,2,3,3,2,5,5,0,2,1,0,0,0
35,2,19965,2,14,2,2,2,2,2,5,1,0,3,1,0,1,0
54,2,6534,1,14,4,2,2,3,2,6,3,0,2,1,0,0,1
55,2,363,1,10,,2,3,3,1,8,,0,1,0,0,0,
72,1,15427.5,0,11,2,1,1,1,1,5,5,0,3,0,1,1,1
67,3,39930,3,16,1,1,2,2,2,2,2,1,4,1,0,1,2
51,1,6534,0,10,2,1,2,3,1,8,6,0,2,0,1,0,1
55,3,9982.5,1,14,,1,2,2,1,2,,0,2,0,0,0,
25,2,2541,1,10,1,,2,3,2,3,3,0,3,1,0,1,0
64,3,27225,3,16,,1,1,2,2,21,,0,2,1,1,0,
43,2,23595,1,12,2,2,1,1,1,2,1,1,3,0,0,1,1
62,2,49005,1,14,,2,1,1,1,3,,1,3,0,1,1,
39,2,39930,1,13,2,1,2,2,2,3,2,1,3,1,0,1,1
79,3,,1,12,,1,2,1,2,9,,0,2,1,1,0,
80,3,87120,4,18,,1,1,1,2,2,,0,4,1,0,1,
27,2,15427.5,1,14,1,1,2,2,2,7,3,1,1,1,0,0,1
42,2,,1,13,,1,3,2,2,4,,1,2,1,0,0,
72,3,363,0,8,,2,2,2,1,1,,0,3,0,1,1,
22,2,3993,1,15,1,1,2,2,2,8,0,0,4,1,0,1,0
47,2,19965,1,12,,1,2,2,1,3,,1,2,0,0,0,
50,3,,3,16,1,1,1,2,1,5,5,1,3,0,0,1,1
46,1,13612.5,3,16,,1,3,3,1,2,,0,2,0,1,0,
57,2,59895,1,12,,1,2,2,2,4,,1,2,1,1,0,
36,3,72600,1,12,3,2,1,1,2,2,1,0,3,1,1,1,1
23,2,27225,1,12,,1,2,3,1,3,,1,3,0,0,1,
70,3,,1,14,,1,3,2,2,5,,0,2,1,0,0,
82,2,27225,0,7,2,1,1,2,2,3,5,0,2,1,0,0,1
65,3,163843.847,1,12,2,2,2,1,2,4,2,0,3,1,1,1,0
25,3,,0,12,,2,3,2,1,1,,0,2,0,0,0,
28,2,11797.5,1,11,2,1,2,3,2,3,2,1,2,1,0,0,1
34,3,32670,1,11,4,2,2,2,1,12,4,1,2,0,1,0,0
33,4,163843.847,4,19,,1,1,1,1,3,,0,4,0,1,1,
52,3,163843.847,4,16,,1,1,1,1,3,,1,4,0,1,1,
81,3,27225,1,12,1,1,1,2,2,7,6,0,2,1,0,0,0
57,2,32670,1,13,4,1,1,3,2,2,3,0,3,1,1,1,0
70,2,72600,4,16,,1,2,1,2,2,,0,4,1,0,1,
26,3,72600,1,12,,2,2,1,1,2,,1,4,0,1,1,
58,3,,0,10,,,3,2,2,4,,0,1,1,0,0,
26,2,72600,3,17,1,1,2,2,2,1,1,1,3,1,1,1,2
57,2,19965,1,12,,1,1,2,1,4,,1,3,0,0,1,
88,2,3267,1,12,3,2,2,2,2,3,4,0,2,1,0,0,0
73,2,15427.5,1,12,4,,2,2,2,10,3,0,2,1,1,0,0
27,3,87120,3,16,2,1,3,2,1,2,2,1,3,0,1,1,0
27,2,59895,1,12,,2,2,1,1,1,,1,4,0,1,1,
25,2,23595,3,16,2,2,2,3,2,1,4,0,3,1,1,1,0
84,2,,3,16,3,1,1,,1,1,2,1,2,0,1,0,0
33,1,363,0,11,1,1,3,1,2,1,2,0,2,1,0,0,0
69,2,49005,2,15,,1,2,2,2,3,,1,3,1,1,1,
40,1,13612.5,2,14,2,2,3,2,1,6,6,0,1,0,0,0,0
74,3,1452,1,14,4,1,1,2,2,2,0,0,3,1,0,1,0
60,2,19965,1,12,,1,2,2,2,2,,0,2,1,0,0,
61,2,32670,1,13,,1,3,2,1,1,,1,2,0,0,0,
29,3,,3,19,2,2,1,1,2,2,2,0,4,1,1,1,0
37,2,23595,1,9,,1,2,3,1,1,,1,1,0,0,0,
20,2,39930,1,13,2,1,2,2,2,7,1,1,3,1,0,1,1
83,3,17242.5,1,12,,1,2,2,2,5,,0,1,1,0,0,
60,2,9982.5,1,14,2,1,2,3,1,2,6,0,1,0,0,0,0
42,2,39930,1,14,,1,1,2,2,1,,0,3,1,1,1,
44,3,59895,3,16,3,2,2,2,1,1,2,1,3,0,1,1,2
37,3,39930,3,16,2,1,2,2,2,1,2,0,3,1,1,1,1
62,3,163843.847,2,16,1,2,2,1,2,23,12,0,4,1,0,1,0
33,2,49005,4,18,1,2,2,1,1,3,2,1,2,0,1,0,2
30,3,163843.847,2,15,2,2,1,1,1,2,3,1,4,0,1,1,2
78,4,163843.847,4,20,,1,2,1,1,3,,0,4,0,1,1,
62,2,32670,2,14,2,1,2,2,1,4,3,0,4,0,1,1,0
41,3,39930,3,16,,2,3,2,2,3,,0,2,1,0,0,
71,2,,3,16,1,1,1,1,2,1,4,0,3,1,1,1,0
24,2,32670,1,14,,2,2,2,1,3,,0,3,0,0,1,
42,2,8167.5,1,12,,1,3,2,1,6,,0,1,0,0,0,
59,2,32670,1,12,,1,2,2,1,3,,0,2,0,0,0,
67,3,39930,3,16,,1,1,1,2,6,,0,4,1,1,1,
44,2,49005,1,13,3,1,2,2,2,9,0,1,4,1,1,1,2
67,2,17242.5,1,12,,1,1,2,2,5,,0,2,1,1,0,
22,3,8167.5,1,12,1,1,2,2,2,9,5,0,3,1,0,1,1
23,1,5445,1,12,3,2,3,3,1,1,0,1,2,0,0,0,0
33,3,72600,3,16,2,1,1,1,1,2,1,1,4,0,1,1,1
89,2,9982.5,0,12,3,1,1,3,2,4,3,0,3,1,0,1,0
58,3,49005,1,12,,2,1,2,2,2,,0,3,1,1,1,
63,2,87120,1,12,2,1,1,1,2,1,1,1,4,1,1,1,0
27,4,,0,11,,1,2,2,2,4,,0,4,1,0,1,
47,2,8167.5,1,15,,2,1,3,2,0,,1,3,1,0,1,
21,1,1452,1,12,,2,2,3,2,5,,0,4,1,0,1,
26,2,59895,1,14,1,1,1,2,1,3,4,0,3,0,0,1,1
35,2,39930,1,11,,2,2,3,1,2,,1,3,0,1,1,
40,1,8167.5,1,12,,1,3,3,1,1,,0,2,0,0,0,
38,2,39930,1,17,,2,1,1,2,4,,0,4,1,1,1,
38,1,23595,1,16,3,,3,3,1,9,2,1,3,0,1,1,0
32,2,19965,3,16,,2,3,2,1,2,,0,4,0,0,1,
60,4,116160,4,19,1,1,1,1,1,4,1,0,4,0,1,1,1
64,3,72600,2,15,,1,1,1,2,7,,1,4,1,0,1,
65,3,72600,1,13,1,1,1,1,1,4,1,0,3,0,1,1,3
41,3,163843.847,3,16,,1,2,2,2,1,,1,4,1,1,1,
83,3,27225,1,13,2,1,2,1,2,1,7,0,3,1,0,1,0
62,3,59895,4,18,,1,2,2,2,1,,1,3,1,0,1,
52,2,32670,1,12,,1,3,3,1,3,,0,3,0,0,1,
52,2,87120,4,18,,1,2,2,1,1,,1,3,0,0,1,
54,3,101640,3,16,1,1,2,2,2,2,1,1,4,1,1,1,1
86,3,72600,4,20,,1,2,1,1,3,,0,2,0,1,0,
42,3,87120,4,20,,2,2,2,1,3,,1,3,0,1,1,
21,2,13612.5,1,12,1,1,1,2,1,2,6,1,2,0,0,0,1
41,1,23595,1,12,,1,3,3,2,6,,1,2,1,0,0,
57,4,163843.847,4,18,2,1,2,1,1,1,0,0,3,0,1,1,0
23,2,32670,1,13,,1,2,2,1,2,,1,3,0,0,1,
46,3,59895,4,18,,2,2,2,1,4,,1,3,0,1,1,
57,2,49005,1,12,2,2,2,1,1,3,1,1,2,0,0,0,0
66,2,39930,1,12,,1,2,1,2,6,,0,4,1,1,1,
42,3,39930,1,12,,2,1,2,1,1,,1,2,0,1,0,
60,2,39930,1,13,2,1,2,3,1,4,3,1,3,0,1,1,0
33,3,72600,1,12,,2,1,1,1,1,,1,4,0,1,1,
84,3,,1,12,2,1,2,2,2,2,6,0,2,1,0,0,0
63,2,49005,2,13,,1,1,1,2,7,,0,3,1,1,1,
22,2,,3,16,,1,1,,1,2,,0,4,0,0,1,
69,3,59895,4,19,2,1,1,1,1,2,2,0,3,0,1,1,0
53,2,,3,16,,1,2,1,1,2,,1,4,0,0,1,
35,2,15427.5,1,9,,1,2,2,2,5,,1,3,1,0,1,
60,2,87120,3,16,2,1,2,2,2,7,2,0,3,1,1,1,0
65,2,39930,1,12,,1,2,3,2,3,,0,3,1,1,1,
67,2,,1,12,2,1,2,3,2,2,5,0,2,1,1,0,0
70,2,13612.5,1,12,2,1,2,1,1,14,5,0,2,0,0,0,0
30,2,72600,2,15,1,1,2,3,1,2,1,1,3,0,1,1,1
31,1,13612.5,3,17,,2,3,3,2,7,,0,3,1,0,1,
35,2,87120,1,12,3,2,1,1,1,1,1,1,2,0,1,0,2
72,2,32670,1,12,2,1,1,1,2,1,10,0,3,1,0,1,0
56,1,8167.5,1,12,,2,3,3,2,2,,0,1,1,0,0,
68,3,27225,4,18,1,1,2,2,2,1,3,0,4,1,0,1,1
61,3,19965,1,13,,1,1,1,2,16,,0,1,1,1,0,
32,2,39930,1,14,,1,2,2,1,3,,1,4,0,1,1,
29,2,1452,0,11,,1,3,3,2,1,,0,1,1,0,0,
57,3,49005,1,13,2,2,2,2,1,4,2,1,4,0,0,1,0
50,2,2541,1,13,,1,2,3,2,2,,0,1,1,0,0,
76,3,39930,3,16,2,1,1,2,2,5,4,0,3,1,1,1,1
53,3,49005,3,17,,2,3,1,2,2,,0,2,1,1,0,
21,2,32670,1,12,,1,1,2,2,1,,0,2,1,0,0,
53,3,101640,1,14,3,2,2,1,1,2,2,1,3,0,1,1,2
47,3,101640,3,16,2,2,2,2,2,2,2,1,4,1,1,1,0
59,3,15427.5,3,16,,1,2,1,2,1,,0,4,1,0,1,
65,3,49005,3,17,2,2,1,1,1,4,0,1,3,0,1,1,0
41,2,17242.5,0,10,,1,2,3,1,3,,1,2,0,1,0,
61,2,59895,1,12,1,1,2,2,2,4,5,1,2,1,1,0,0
32,3,72600,3,20,,1,1,1,2,2,,1,4,1,1,1,
78,2,17242.5,1,12,,1,3,1,2,11,,0,3,1,0,1,
58,1,49005,1,12,2,1,2,2,1,5,2,1,3,0,1,1,0
46,3,6534,1,14,2,2,2,2,1,13,4,0,3,0,0,1,0
80,2,17242.5,1,12,3,2,1,1,1,7,3,0,3,0,1,1,0
85,2,,1,12,2,1,2,2,2,5,5,0,2,1,0,0,0
42,3,32670,1,11,2,2,2,2,1,1,4,1,2,0,0,0,0
29,2,15427.5,1,12,2,2,2,2,2,6,3,1,3,1,0,1,1
61,1,17242.5,1,12,,1,3,3,2,4,,1,1,1,0,0,
35,2,15427.5,0,8,,1,2,3,2,14,,1,3,1,0,1,
63,2,59895,2,14,1,1,1,2,2,2,4,1,3,1,1,1,1
67,2,27225,1,14,2,1,1,1,1,10,3,0,4,0,0,1,1
27,1,163843.847,0,11,,1,2,2,2,2,,1,2,1,0,0,
47,1,32670,2,16,,2,3,3,2,12,,0,4,1,1,1,
36,2,32670,1,11,,1,2,3,2,0,,1,2,1,1,0,
81,3,59895,1,13,,1,1,1,1,4,,1,4,0,1,1,
76,3,39930,3,16,,1,1,2,2,7,,0,4,1,1,1,
23,2,13612.5,1,12,,1,2,3,2,0,,0,2,1,0,0,
71,1,3993,0,8,3,1,2,2,1,4,2,0,3,0,0,1,0
30,1,17242.5,1,12,,1,3,3,1,7,,1,4,0,1,1,
48,2,87120,2,14,1,1,2,2,2,1,2,1,3,1,1,1,3
71,3,17242.5,1,12,1,1,2,2,2,3,6,0,4,1,0,1,0
25,2,17242.5,1,11,,1,2,1,1,4,,1,2,0,0,0,
23,2,27225,1,14,,1,1,2,1,0,,1,4,0,0,1,
53,2,49005,1,14,1,1,2,2,2,1,3,1,3,1,1,1,0
63,1,17242.5,1,12,,,2,2,2,6,,0,3,1,0,1,
60,2,32670,1,12,2,1,2,2,2,13,1,1,3,1,0,1,0
78,3,32670,1,12,,2,1,1,2,6,,0,4,1,0,1,
49,2,59895,1,13,2,1,2,3,2,4,2,1,3,1,1,1,0
31,3,101640,4,19,,,2,1,2,1,,1,4,1,1,1,
67,4,163843.847,4,17,,1,2,1,1,4,,1,3,0,1,1,
24,3,23595,3,16,1,1,1,1,2,3,2,1,4,1,0,1,0
29,3,87120,4,18,,1,1,1,1,1,,1,3,0,1,1,
77,3,15427.5,0,12,1,1,1,2,2,5,10,0,2,1,0,0,1
25,2,32670,3,18,,1,2,1,1,1,,1,2,0,0,0,
50,3,11797.5,4,20,2,1,3,3,1,2,3,1,2,0,0,0,0
78,2,27225,1,14,,2,2,2,2,4,,0,4,1,1,1,
67,3,72600,1,14,2,1,2,1,1,2,1,1,3,0,1,1,0
65,2,32670,1,12,1,2,2,1,2,1,10,0,3,1,1,1,0
67,3,27225,1,12,,1,2,1,2,1,,0,2,1,0,0,
34,1,39930,1,12,1,1,2,3,1,2,6,0,2,0,0,0,0
39,2,17242.5,1,10,,1,2,2,2,10,,0,2,1,1,0,
76,3,59895,1,12,2,1,1,1,2,0,3,0,4,1,0,1,1
69,3,8167.5,4,17,,1,3,2,2,4,,0,3,1,0,1,
89,3,,2,15,2,1,2,1,2,11,5,0,2,1,1,0,0
67,2,19965,1,12,,1,2,2,1,3,,1,3,0,0,1,
64,1,9982.5,2,14,1,1,2,2,1,2,12,0,3,0,0,1,0
32,2,4719,1,10,1,1,2,2,1,9,2,1,1,0,0,0,1
48,1,9982.5,1,12,1,2,2,3,1,3,12,0,3,0,0,1,0
64,2,8167.5,1,14,,1,2,1,2,3,,0,3,1,0,1,
46,2,101640,1,12,2,1,2,2,1,9,1,1,3,0,1,1,2
86,3,,1,13,,1,2,2,1,5,,0,2,0,1,0,
20,2,32670,1,14,1,1,2,3,2,4,3,0,3,1,0,1,1
65,3,59895,3,17,,1,2,2,1,4,,0,4,0,1,1,
63,2,32670,1,12,1,2,2,2,1,7,4,0,3,0,1,1,0
21,2,27225,1,13,2,1,2,2,1,2,4,1,3,0,0,1,1
40,2,49005,1,12,,1,2,3,1,2,,0,3,0,0,1,
68,1,6534,1,12,,1,3,3,2,4,,0,1,1,0,0,
32,3,27225,3,16,2,1,2,1,1,8,1,1,4,0,1,1,2
57,2,,0,10,,2,2,1,1,6,,0,3,0,1,1,
55,3,23595,0,11,,1,3,2,2,5,,0,1,1,0,0,
18,3,49005,0,11,,1,3,1,1,1,,0,4,0,0,1,
27,2,39930,2,16,,2,1,2,1,1,,1,3,0,1,1,
41,3,116160,3,17,,2,1,1,2,1,,1,4,1,1,1,
20,1,11797.5,1,12,2,2,2,3,2,3,0,0,3,1,0,1,2
53,2,1452,1,12,,1,1,2,2,3,,1,3,1,0,1,
49,3,11797.5,1,12,,1,2,3,1,12,,0,3,0,0,1,
61,1,3267,1,15,,1,2,3,1,3,,0,2,0,0,0,
77,2,11797.5,1,9,,1,3,2,2,9,,0,2,1,0,0,
70,1,11797.5,0,7,1,1,1,3,2,6,6,0,2,1,0,0,0
51,2,3993,1,10,1,1,2,3,2,6,4,0,4,1,0,1,0
49,3,27225,1,12,,1,1,2,1,11,,1,2,0,1,0,
56,1,17242.5,1,12,2,2,3,3,1,4,5,0,1,0,1,0,0
41,2,11797.5,1,12,,1,3,2,2,3,,1,3,1,0,1,
42,2,59895,0,11,1,2,1,2,1,9,2,1,4,0,1,1,1
65,1,8167.5,1,10,,1,3,3,1,4,,0,2,0,0,0,
44,3,101640,2,14,1,1,1,2,2,7,3,1,3,1,1,1,0
79,3,116160,1,14,,,3,1,2,2,,0,2,1,0,0,
46,2,101640,0,8,,,3,2,2,12,,0,3,1,1,1,
72,3,13612.5,1,12,2,2,2,3,1,3,4,0,2,0,1,0,0
56,3,49005,1,12,1,1,2,1,2,3,2,1,3,1,1,1,1
53,2,49005,1,12,1,2,2,1,1,1,5,1,2,0,1,0,0
33,2,101640,0,10,,2,2,2,1,5,,1,3,0,1,1,
56,3,49005,1,12,1,1,2,2,2,2,4,1,3,1,0,1,1
59,3,72600,3,20,1,2,2,2,1,3,5,0,2,0,1,0,1
59,2,,2,14,,1,3,3,2,2,,1,2,1,0,0,
52,4,32670,3,16,1,1,2,2,2,1,2,1,3,1,0,1,1
27,3,11797.5,1,12,2,1,2,3,1,2,3,0,2,0,0,0,0
70,2,59895,3,16,,1,2,2,1,3,,1,4,0,1,1,
38,2,3993,0,10,2,1,3,3,2,5,2,0,2,1,0,0,0
54,2,101640,0,10,2,1,2,1,2,10,4,0,2,1,1,0,0
21,2,19965,0,11,,1,2,3,2,3,,0,2,1,0,0,
83,3,6534,0,6,2,2,2,2,1,9,3,0,2,0,0,0,0
46,2,17242.5,2,14,,1,2,2,2,4,,1,4,1,1,1,
24,2,72600,1,12,,2,1,1,1,2,,1,3,0,0,1,
37,3,59895,0,12,,1,3,2,1,1,,1,3,0,0,1,
47,2,59895,1,12,3,1,2,2,2,4,2,0,3,1,1,1,1
24,2,13612.5,1,13,,2,1,2,2,1,,1,3,1,0,1,
66,2,39930,1,12,,2,2,2,1,13,,1,3,0,1,1,
58,2,49005,1,12,2,1,3,3,1,3,2,0,3,0,1,1,0
48,2,27225,3,17,3,1,1,2,1,5,2,0,1,0,1,0,2
54,2,49005,1,14,,1,2,3,2,2,,1,2,1,0,0,
65,1,,0,9,,1,3,2,2,5,,0,2,1,0,0,
59,2,27225,0,6,1,1,1,2,2,8,2,0,2,1,1,0,0
54,2,72600,1,12,,2,1,2,1,4,,1,3,0,1,1,
29,2,32670,1,14,2,1,1,2,2,2,1,1,3,1,1,1,1
35,2,15427.5,0,11,1,1,2,2,2,3,4,1,3,1,0,1,1
68,2,72600,3,16,,1,3,3,1,1,,0,3,0,1,1,
55,2,23595,0,6,,2,1,2,1,15,,1,2,0,1,0,
78,3,1452,3,16,2,1,3,2,1,2,1,0,2,0,0,0,1
71,4,59895,3,16,1,2,2,1,1,1,1,0,3,0,1,1,0
64,3,101640,4,20,,2,1,1,1,2,,0,3,0,1,1,
44,2,163843.847,0,11,3,1,2,2,1,9,4,0,3,0,1,1,0
25,2,39930,1,14,1,1,1,1,2,2,3,1,3,1,1,1,1
30,2,39930,1,16,,2,1,2,1,1,,1,3,0,0,1,
76,2,49005,1,12,2,1,1,2,1,2,8,0,3,0,1,1,0
51,2,59895,1,12,2,1,2,1,1,3,2,1,3,0,1,1,0
35,3,72600,3,16,2,1,1,2,1,2,2,1,3,0,1,1,1
22,2,23595,1,14,3,1,2,2,2,5,6,1,3,1,0,1,1
25,1,363,3,16,,1,2,3,2,2,,0,3,1,0,1,
59,3,49005,4,19,1,1,2,2,2,2,2,1,3,1,0,1,1
84,4,13612.5,3,16,,2,1,2,1,3,,0,4,0,0,1,
55,3,8167.5,0,8,,1,3,2,2,5,,0,1,1,0,0,
79,3,4719,0,12,,2,3,2,1,7,,0,2,0,0,0,
61,2,32670,1,16,1,1,2,3,1,1,10,1,1,0,0,0,0
26,2,3267,1,9,,2,3,2,2,3,,1,2,1,0,0,
57,2,27225,1,12,,2,3,2,2,8,,0,3,1,0,1,
38,3,101640,3,16,3,2,1,2,1,1,2,1,4,0,1,1,0
51,2,27225,1,11,,1,3,2,1,3,,0,1,0,0,0,
22,3,,0,10,1,2,3,3,1,3,5,0,2,0,0,0,5
46,2,32670,2,20,3,1,2,3,2,1,4,1,3,1,0,1,2
80,1,9982.5,3,16,,1,2,2,2,3,,0,3,1,0,1,
31,2,9982.5,1,12,1,2,2,3,1,6,3,1,4,0,0,1,1
53,2,87120,1,12,,1,1,1,1,6,,1,4,0,0,1,
63,,15427.5,3,20,,1,3,3,2,1,,0,3,1,0,1,
44,3,101640,4,18,3,2,2,1,1,1,1,1,3,0,1,1,1
75,3,,4,18,,1,2,1,1,3,,0,3,0,0,1,
54,3,72600,3,16,,2,1,1,2,2,,0,4,1,1,1,
31,3,72600,3,16,3,2,2,1,1,0,2,0,3,0,0,1,3
48,3,49005,1,12,,1,1,2,2,4,,0,3,1,1,1,
58,3,101640,3,16,2,1,1,1,2,3,1,0,4,1,1,1,0
50,2,39930,4,18,,1,2,3,2,2,,1,3,1,0,1,
62,3,116160,4,18,,1,1,2,2,2,,1,4,1,0,1,
30,3,59895,3,16,,1,2,1,2,4,,1,3,1,1,1,
35,2,8167.5,0,9,2,1,3,2,1,3,6,0,3,0,0,1,2
68,3,5445,3,16,,1,2,2,1,4,,0,4,0,0,1,
36,3,116160,4,18,1,1,1,1,2,1,1,1,3,1,1,1,9
58,2,23595,1,13,,1,3,1,2,7,,0,3,1,0,1,
22,2,19965,1,12,,2,2,3,1,3,,0,3,0,0,1,
37,3,32670,1,13,2,2,2,2,2,2,2,1,3,1,1,1,1
30,1,23595,1,13,,1,1,2,2,0,,0,3,1,0,1,
61,2,72600,1,14,,1,1,2,1,4,,1,4,0,1,1,
21,2,,1,12,2,1,2,3,2,0,4,1,2,1,0,0,0
39,2,23595,0,4,,,,1,2,9,,0,2,1,1,0,
46,2,11797.5,1,15,,1,2,3,1,5,,0,2,0,0,0,
